,band_name,fans,formed,origin,split,style
1761,"Argus",22,2005,"USA",2005,"Doom,Heavy"
1762,"Black Fast",22,2010,"USA",-,"Thrash,Progressive black"
1763,"Breakdown Of Sanity",22,2007,"Switzerland",2007,"Metalcore,Deathcore"
1764,"Celeste",22,2005,"France",-,"Black,Sludge,Hardcore"
1765,"Chaos Moon",22,2004,"USA",2004,"Atmospheric black"
1766,"Christ Agony",22,1990,"Poland",-,"Black"
1767,"Comatose Vigil",22,2003,"Russia",2003,"Funeral doom"
1768,"Crimson Moonlight",22,1997,"Sweden",-,"Black"
1769,"De Profundis",22,2005,"United Kingdom",2005,"Death doom,Extreme progressive,Technical death"
1770,"Demians",22,2007,"France",-,"Alternative rock,Progressive"
1771,"Descending",22,2007,"Greece",2007,"Gothenburg,Metalcore"
1772,"Dreamscape",22,1986,"Germany",-,"Progressive"
1773,"For Today",22,2005,"USA",2005,"Metalcore"
1774,"Frailty",22,2003,"Latvia",-,"Death doom"
1775,"Genghis Tron",22,2004,"USA",2004,"Cyber grindcore"
1776,"Gernotshagen",22,1999,"Germany",-,"Pagan black,Folk"
1777,"Happy Days",22,2004,"USA",2004,"Depressive black"
1778,"Hatchet",22,2006,"USA",-,"Bay area thrash"
1779,"How Like A Winter",22,1999,"Italy",1999,"Gothic doom"
1780,"Liege Lord",22,1982,"USA",-,"Us power,Thrash"
1781,"Loudblast",22,1985,"France",1985,"Death,Thrash"
1782,"Lychgate",22,2001,"United Kingdom",-,"Progressive black,Atmospheric black"
1783,"Mütiilation",22,1991,"France",1991,"Black"
1784,"Magrudergrind",22,2002,"USA",-,"Grindcore"
1785,"Michael Kiske",22,1996,"Germany",1996,"Hard rock"
1786,"Misanthrope",22,1988,"France",-,"Melodic death"
1787,"Nirvana 2002",22,1988,"Sweden",1988,"Death"
1788,"Orphanage",22,1993,"The Netherlands",2005,"Melodic death,Gothic"
1789,"Ovid's Withering",22,2010,"USA",2010,"Blackened deathcore,Symphonic deathcore,Progressive deathcore"
1790,"Realm",22,1985,"USA",1992,"Progressive thrash"
1791,"Repugnant",22,1998,"Sweden",1998,"Death,Thrash"
1792,"Rob Rock",22,2000,"USA",-,"Us power"
1793,"RoutaSielu",22,2010,"Finland",2010,"Melodic death"
1794,"Shadowside",22,2001,"Brazil",-,"Power"
1795,"Signum Regis",22,2007,"Slovak Republic",2007,"Progressive,Power"
1796,"Sombres Forêts",22,2005,"Canada",-,"Black"
1797,"Sunpocrisy",22,2007,"Italy",2007,"Progressive death,Atmospheric sludge,Post-metal"
1798,"Symphorce",22,1998,"Germany",2011,"Power"
1799,"The Arcane Order",22,2000,"Denmark",2000,"Melodic death,Thrash"
1800,"The Browning",22,2005,"USA",-,"Metalcore,Trancecore"
1801,"The Flight Of Sleipnir",22,2007,"USA",2007,"Doom,Folk,Stoner"
1802,"Turbo",22,1980,"Poland",-,"Hard rock,Heavy,Thrash,Speed"
1803,"Until Death Overtakes Me",22,1999,"Belgium",1999,"Funeral doom,Ambient"
1804,"Vinnie Moore",22,1986,"USA",-,"Hard rock,Neoclassical,Instrumental"
1805,"Viraemia",22,2008,"USA",2008,"Brutal death,Technical death"
1806,"Voices",22,2011,"United Kingdom",-,"Black"
1807,"Wormphlegm",22,2000,"Finland",2000,"Funeral doom,Drone"
1808,"Act Of Defiance",21,2014,"USA",-,"Heavy,Thrash"
1809,"Aes Dana",21,1994,"France",1994,"Atmospheric black,Celtic black"
1810,"Aeveron",21,2002,"Germany",-,"Melodic death,Black"
1811,"Aluk Todolo",21,2004,"France",2004,"Black,Krautrock"
1812,"Armory",21,2001,"USA",-,"Power"
1813,"Autumnia",21,2003,"Ukraine",2003,"Melodic death,Doom"
1814,"Avrigus",21,1995,"Australia",-,"Gothic doom,Neoclassical darkwave"
1815,"Blazing Eternity",21,1993,"Denmark",1993,"Atmospheric doom"
1816,"Catafalque",21,1997,"Turkey",-,"Gothic"
1817,"Chalice Of Doom",21,2010,"Jordan",2010,"Melodic death,Doom"
1818,"Chthe'ilist",21,2010,"Canada",-,"Death"
1819,"Cruciamentum",21,2005,"United Kingdom",2005,"Death"
1820,"Divinity",21,1999,"Canada",-,"Progressive death,Thrash"
1821,"Dol Ammad",21,2000,"Greece",2000,"Electronic symphonic"
1822,"Dreamland",21,2003,"Sweden",-,"Heavy,Power"
1823,"Eisregen",21,1995,"Germany",1995,"Gothic black"
1824,"Eyefear",21,1994,"Australia",-,"Progressive,Power"
1825,"Fear Of Domination",21,2006,"Finland",2006,"Melodic death,Industrial"
1826,"First Fragment",21,2007,"Canada",-,"Technical death"
1827,"Frequency Of Butterfly Wings",21,2009,"Iran",2009,"Melodic death,Doom"
1828,"Fuck The Facts",21,1999,"Canada",-,"Grindcore,Noise"
1829,"Grey Heaven Fall",21,2006,"Russia",2006,"Black,Death"
1830,"Gruesome",21,2014,"USA",-,"Death"
1831,"Illogicist",21,1997,"Italy",1997,"Technical death"
1832,"Insect Warfare",21,2004,"USA",2008,"Grindcore"
1833,"Ion Dissonance",21,2002,"Canada",2002,"Deathcore,Math,Metalcore"
1834,"Istapp",21,2005,"Sweden",-,"Melodic black"
1835,"Kriegsmaschine",21,2002,"Poland",2002,"Black"
1836,"Mörk Gryning",21,1993,"Sweden",2005,"Black"
1837,"Mar?olea",21,2008,"Romania",2008,"Pagan black"
1838,"Nevid",21,2004,"Russia",-,"Pagan folk"
1839,"Nostradameus",21,1998,"Sweden",1998,"Power,Thrash"
1840,"Phantasma (NED)",21,2015,"The Netherlands",-,"Symphonic"
1841,"Psyopus",21,2002,"USA",2002,"Metalcore,Technical grindcore"
1842,"Rise Of Avernus",21,2010,"Australia",-,"Progressive gothic,Progressive doom"
1843,"Sarke",21,2008,"Norway",2008,"Black,Black 'n,Roll"
1844,"Serious Black",21,2013,"Germany",-,"Power"
1845,"Seth",21,1995,"France",1995,"Black"
1846,"Supreme Majesty",21,1999,"Sweden",-,"Power"
1847,"Symphonity",21,1994,"Czech Republic",1994,"Symphonic power"
1848,"The Wretched End",21,2008,"Norway",-,"Death,Thrash"
1849,"Unholy",21,1988,"Finland",1988,"Death doom"
1850,"Valtari",21,2010,"Australia",-,"Melodic death"
1851,"Volumes",21,2009,"USA",2009,"Math,Djent"
1852,"Árstíðir Lífsins",20,2008,"Iceland",-,"Black,Folk"
1853,"Advent Sorrow",20,2010,"Australia",2010,"Symphonic black,Death"
1854,"Amogh Symphony",20,2003,"India",-,"Progressive death,Avantgarde"
1855,"Ancient Ascendant",20,2005,"United Kingdom",2005,"Death"
1856,"Annotations Of An Autopsy",20,2006,"United Kingdom",2013,"Deathcore,Brutal death"
1857,"Attacker",20,1983,"USA",1983,"Us power"
1858,"Canaan",20,1996,"Italy",-,"Doom"
1859,"Carcariass",20,1991,"France",1991,"Technical death"
1860,"Centinex",20,1990,"Sweden",-,"Death"
1861,"Ceremonial Oath",20,1988,"Sweden",1988,"Melodic death,Gothenburg"
1862,"Circle Of Dead Children",20,1998,"USA",2013,"Grindcore"
1863,"Convulse",20,1988,"Finland",1988,"Death,Speed"
1864,"Crystalic",20,1998,"Finland",-,"Progressive,Melodic death"
1865,"Doom",20,1987,"United Kingdom",1987,"Crust,Punk"
1866,"Enter Shikari",20,1999,"United Kingdom",-,"Metalcore,Trancecore"
1867,"Flourishing",20,2009,"USA",2009,"Technical death,Grindcore,Sludge"
1868,"Forgotten Tales",20,1999,"Canada",-,"Power"
1869,"Garden Of Shadows",20,1995,"USA",1995,"Melodic death"
1870,"Grayceon",20,2005,"USA",-,"Progressive"
1871,"Hackneyed",20,2006,"Germany",2006,"Death"
1872,"I Killed The Prom Queen",20,2000,"Australia",-,"Metalcore"
1873,"Infinite Tales",20,2007,"Ukraine",2007,"Gothenburg"
1874,"Insision",20,1997,"Sweden",-,"Brutal death"
1875,"iwrestledabearonce",20,2007,"USA",2007,"Avantgarde metalcore,Avantgarde math"
1876,"Karlahan",20,2006,"Spain",-,"Melodic death,Symphonic death"
1877,"Karma To Burn",20,1994,"USA",1994,"Stoner"
1878,"Krieg",20,1995,"USA",-,"Black"
1879,"Lamented Souls",20,1991,"Norway",1991,"Doom"
1880,"Landmine Marathon",20,2004,"USA",-,"Death"
1881,"Malignancy",20,1992,"USA",1992,"Brutal death"
1882,"Myrkskog",20,1993,"Norway",-,"Black,Brutal death"
1883,"Necros Christos",20,2001,"Germany",2001,"Black,Death"
1884,"Netherbird",20,2004,"Sweden",-,"Melodic black"
1885,"November-7",20,2005,"Switzerland",2005,"Symphonic,Heavy,Industrial"
1886,"Octavia Sperati",20,2000,"Norway",-,"Gothic"
1887,"Old Man Gloom",20,1999,"USA",1999,"Post-metal,Sludge"
1888,"Pokolgép",20,1980,"Hungary",-,"Heavy"
1889,"Pressure Points",20,2004,"Finland",2004,"Progressive,Death"
1890,"Profetus",20,2006,"Finland",-,"Funeral doom"
1891,"Psychonaut 4",20,2010,"Georgia",2010,"Depressive black"
1892,"Raubtier",20,2008,"Sweden",-,"Industrial"
1893,"Ride The Sky",20,2006,"Sweden",2006,"Progressive power"
1894,"Ripping Corpse",20,1987,"USA",1993,"Death,Thrash"
1895,"Steve Harris",20,2012,"United Kingdom",2012,"Heavy"
1896,"Sunrise",20,2003,"Ukraine",-,"Power"
1897,"Thank You Scientist",20,2009,"USA",2009,"Progressive rock"
1898,"The Gates Of Slumber",20,1998,"USA",2013,"Doom"
1899,"Vordven",20,1996,"Finland",1996,"Atmospheric black"
1900,"Abyssic Hate",19,1993,"Australia",-,"Black,Depressive black"
1901,"Ador Dorath",19,1997,"Czech Republic",1997,"Gothic black"
1902,"Agora",19,1995,"Mexico",-,"Progressive"
1903,"Alkerdeel",19,2005,"Belgium",2005,"Black,Sludge"
1904,"Arion",19,2011,"Finland",-,"Symphonic,Power"
1905,"Arizmenda",19,2007,"USA",2007,"Psychedelic black"
1906,"Arrayan Path",19,2011,"USA, Cyprus",-,"Power,Heavy"
1907,"Ash Borer",19,2008,"USA",2008,"Black"
1908,"Atargatis",19,1997,"Germany",-,"Symphonic gothic"
1909,"Battleroar",19,2000,"Greece",2000,"Heavy"
1910,"Besatt",19,1991,"Poland",-,"Black"
1911,"Blood Tsunami",19,2004,"Norway",2004,"Thrash,Death"
1912,"Bullet",19,2001,"Sweden",-,"Heavy,Hard rock"
1913,"Cirith Gorgor",19,1993,"The Netherlands",1993,"Black"
1914,"Coprofago",19,1993,"Chile",-,"Technical thrash,Progressive thrash,Math"
1915,"Darksun",19,2002,"Spain",2002,"Symphonic power"
1916,"Dawnbringer",19,1995,"USA",-,"Blackened heavy,Heavy"
1917,"Den Saakaldte",19,2006,"Norway",2006,"Black"
1918,"Device",19,2012,"USA",-,"Alternative,Industrial"
1919,"Dezperadoz",19,1999,"Germany",1999,"Heavy"
1920,"Empyrios",19,2001,"Italy",-,"Progressive thrash"
1921,"FEJD",19,2001,"Sweden",2001,"Folk"
1922,"Filter",19,1993,"USA",-,"Industrial rock,Alternative rock"
1923,"Fortíð",19,2002,"Iceland",2002,"Black"
1924,"Guardians Of Time",19,1997,"Norway",-,"Power"
1925,"Hangar",19,1997,"Brazil",1997,"Power"
1926,"Heol Telwen",19,1999,"France",-,"Celtic black,Celtic folk"
1927,"Krypt",19,2006,"Norway",2006,"Black"
1928,"Machine Men",19,1998,"Finland",2011,"Heavy"
1929,"Marionette",19,2005,"Sweden",2005,"Melodic death,Metalcore"
1930,"Meliah Rage",19,1987,"USA",-,"Power,Thrash"
1931,"Minas Morgul",19,1997,"Germany",1997,"Pagan black"
1932,"Mystic Circle",19,1992,"Germany",-,"Melodic black"
1933,"Narjahanam",19,2004,"Bahrain",2004,"Death"
1934,"Norma Jean",19,1997,"USA",-,"Metalcore"
1935,"Pryapisme",19,2000,"France",2000,"Avantgarde"
1936,"Revenge",19,2000,"Canada",-,"Black,Death"
1937,"Scanner",19,1986,"Germany",1986,"Power"
1938,"Seeds Of Iblis",19,2011,"Iraq",-,"Black"
1939,"Seraphim",19,2001,"Taiwan",2001,"Power"
1940,"Sex Machineguns",19,1989,"Japan",-,"Power,Speed"
1941,"Skylark",19,1994,"Italy",1994,"Power"
1942,"Striborg",19,1994,"Australia",-,"Ambient black"
1943,"Sun Caged",19,1999,"The Netherlands",1999,"Progressive"
1944,"Sun Devoured Earth",19,2009,"Latvia",-,"Atmospheric black,Post-,Rock,Shoegaze"
1945,"Teramaze",19,1993,"Australia",1993,"Progressive"
1946,"The Bishop Of Hexen",19,1994,"Israel",-,"Symphonic black"
1947,"The Blinded",19,2000,"Sweden",2000,"Gothenburg,Melodic metalcore"
1948,"The Murder Of My Sweet",19,2007,"Sweden",-,"Symphonic"
1949,"Trist",19,2000,"Germany",2000,"Ambient black"
1950,"Usurper",19,1993,"USA",-,"Black,Death,Thrash"
1951,"What Mad Universe",19,2008,"France",2008,"Post-,Rock,Atmospheric sludge"
1952,"Öxxö Xööx",18,2005,"France",-,"Doom,Gothic"
1953,"Akelei",18,2006,"The Netherlands",2006,"Atmospheric doom"
1954,"Alda",18,2007,"USA",-,"Atmospheric black,Neofolk"
1955,"Appearance Of Nothing",18,2004,"Switzerland",2004,"Progressive,Symphonic power"
1956,"Arven",18,2006,"Germany",2015,"Melodic power"
1957,"Battlesoul",18,2007,"Canada",2007,"Folk,Thrash"
1958,"Beto Vázquez Infinity",18,2000,"Argentina",-,"Symphonic"
1959,"Betraying The Martyrs",18,2008,"France",2008,"Progressive deathcore,Symphonic death"
1960,"Borgne",18,1998,"Switzerland",-,"Atmospheric black"
1961,"Bran Barr",18,1995,"France",1995,"Celtic folk"
1962,"Cloudscape",18,2001,"Sweden",-,"Progressive"
1963,"Cryptic Slaughter",18,1984,"USA",1984,"Crossover thrash"
1964,"Crystallion",18,2003,"Germany",-,"Power"
1965,"Dark Flood",18,1996,"Finland",1996,"Melodic death"
1966,"Darkened Nocturn Slaughtercult",18,1997,"Germany",-,"Black"
1967,"Deathhammer",18,2005,"Norway",2005,"Thrash"
1968,"Eden's Curse",18,2006,"United Kingdom",-,"Hard rock,Heavy"
1969,"Evil Masquerade",18,2003,"Denmark",2003,"Power,Progressive"
1970,"Farshid Arabi",18,2003,"Iran",-,"Heavy"
1971,"Funeral Mourning",18,2005,"Australia",2005,"Black,Funeral doom"
1972,"George Kollias",18,2008,"Greece",-,"Death"
1973,"Ghost Ship Octavius",18,2012,"USA",2012,"Progressive"
1974,"Hands Of Despair",18,2008,"Canada",-,"Progressive black"
1975,"Hanoi Rocks",18,1979,"Finland",1979,"Glam rock"
1976,"Holocaust",18,1977,"United Kingdom",-,"New wave of british heavy,Heavy,Progressive"
1977,"Inactive Messiah",18,2001,"Greece",2001,"Industrial death,Melodic death"
1978,"Infernäl Mäjesty",18,1986,"Canada",-,"Thrash"
1979,"Khemmis",18,2012,"USA",2012,"Doom"
1980,"Lonewolf",18,1992,"France",-,"Heavy,Power"
1981,"Mind's Eye",18,1992,"Sweden",1992,"Progressive"
1982,"Mortad",18,2010,"United Kingdom",-,"Death,Thrash"
1983,"My Shameful",18,1999,"Finland",1999,"Death doom"
1984,"My Sleeping Karma",18,2005,"Germany",-,"Psychedelic rock,Stoner rock"
1985,"Nazgul",18,1996,"Italy",1996,"Black,Folk"
1986,"Nero Di Marte",18,2007,"Italy",-,"Extreme progressive,Progressive death,Alternative"
1987,"New Keepers Of The Water Towers",18,2009,"Sweden",2009,"Doom,Stoner,Progressive rock"
1988,"Okera",18,2006,"Australia",-,"Melodic death,Doom"
1989,"Priestess",18,2003,"Canada",2003,"Hard rock,Stoner rock"
1990,"Profane Omen",18,1999,"Finland",-,"Groove thrash,Alternative"
1991,"Red Harvest",18,1989,"Norway",1989,"Thrash,Industrial"
1992,"Reflexion",18,1996,"Finland",-,"Suomi"
1993,"Resurrection",18,1990,"USA",1990,"Death"
1994,"Semargl",18,1997,"Ukraine",-,"Melodic black,Blackened death,Industrial,Electronic"
1995,"Skitliv",18,2005,"Norway",2005,"Black,Doom"
1996,"Son Of Aurelius",18,2009,"USA",-,"Technical death,Progressive"
1997,"Sworn",18,2005,"Norway",2005,"Melodic black"
1998,"The Atlas Moth",18,2007,"USA",-,"Stoner,Sludge"
1999,"The Forsaken",18,1997,"Sweden",1997,"Melodic death"
2000,"Ultra Vomit",18,1999,"France",-,"Grindcore,Hard rock,Heavy,Gothenburg"
2001,"Verjnuarmu",18,2001,"Finland",2001,"Melodic death"
2002,"Vertigo Steps",18,2007,"Portugal",-,"Progressive"
2003,"Vomit The Soul",18,1999,"Italy",1999,"Brutal death"
2004,"Wayfarer",18,2012,"USA",-,"Atmospheric black"
2005,"Wovenwar",18,2013,"USA",2013,"Alternative"
2006,"Accu§er",17,1986,"Germany",-,"Thrash"
2007,"Almanac",17,2015,"Germany",2015,"Symphonic power"
2008,"Anthem",17,1981,"Japan",-,"Heavy"
2009,"Apocynthion",17,2010,"Spain",2010,"Black,Post-metal"
2010,"Brocas Helm",17,1982,"USA",-,"Heavy"
2011,"Burden Of Grief",17,1994,"Germany",1994,"Melodic death"
2012,"Burning Point",17,1999,"Finland",-,"Melodic power"
2013,"Bury Tomorrow",17,2006,"United Kingdom",2006,"Melodic metalcore"
2014,"Cadaver",17,1988,"Norway",-,"Death"
2015,"Cave In",17,1991,"USA",1991,"Alternative rock,Hardcore"
2016,"Channel Zero",17,1990,"Belgium",-,"Thrash"
2017,"Chaos Ech?s",17,2011,"France",2011,"Death,Doom"
2018,"Corpsessed",17,2007,"Finland",-,"Death"
2019,"Corpus Christii",17,1998,"Portugal",1998,"Black"
2020,"Darkest Horizon",17,2010,"Germany",-,"Melodic death"
2021,"Dawn Of Ashes",17,2001,"USA",2001,"Aggrotech,Melodic black,Industrial"
2022,"Deinonychus",17,1992,"The Netherlands",-,"Black,Doom"
2023,"Demiurg",17,2006,"Sweden",2006,"Death"
2024,"Disbelief",17,1991,"Germany",-,"Death,Sludge"
2025,"Disfiguring The Goddess",17,2006,"USA",2006,"Brutal death,Grindcore"
2026,"Dominici",17,2004,"USA",-,"Progressive"
2027,"Doomed",17,2011,"Germany",2011,"Death doom"
2028,"Eldritch",17,1991,"Italy",-,"Power,Thrash"
2029,"Elexorien",17,2004,"The Netherlands",2004,"Symphonic power,Black"
2030,"Enchant",17,1989,"USA",-,"Progressive,Progressive rock"
2031,"Enthring",17,2006,"Finland",2006,"Melodic death,Symphonic"
2032,"Faanefjell",17,2009,"Norway",-,"Symphonic black,Folk"
2033,"Facebreaker",17,1999,"Sweden",1999,"Death,Thrash"
2034,"Fragments Of Unbecoming",17,2000,"Germany",-,"Melodic death"
2035,"General Surgery",17,1988,"Sweden",1988,"Grindcore"
2036,"Haemorrhage",17,1990,"Spain",-,"Goregrind"
2037,"Hearse",17,2001,"Sweden",2001,"Melodic death"
2038,"Horn Of The Rhino",17,2005,"Spain",2016,"Doom,Sludge"
2039,"Icewind",17,2001,"Canada",2001,"Power"
2040,"Impetigo",17,1987,"USA",1993,"Grindcore,Death"
2041,"Impiety",17,1990,"Singapore",1990,"Death,Blackened thrash"
2042,"Inanimate Existence",17,2010,"USA",-,"Brutal death,Technical death"
2043,"Indesinence",17,2001,"United Kingdom",2001,"Death doom"
2044,"Jambinai",17,2009,"Korea, South",-,"Folk,Post-metal"
2045,"Kaledon",17,1998,"Italy",1998,"Power"
2046,"Kill Devil Hill",17,2011,"USA",-,"Heavy"
2047,"Legenda Aurea",17,2005,"Switzerland",2005,"Symphonic power,Symphonic progressive"
2048,"Leng Tch'e",17,2001,"Belgium",-,"Grindcore"
2049,"Lion's Share",17,1987,"Sweden",1987,"Power,Thrash"
2050,"Loch Vostok",17,2001,"Sweden",-,"Extreme progressive,Melodic death"
2051,"Lost In Thought",17,2007,"United Kingdom",2007,"Progressive"
2052,"Malefice",17,2003,"United Kingdom",-,"Metalcore"
2053,"Manigance",17,1995,"France",1995,"Heavy"
2054,"Metal Allegiance",17,2014,"USA",-,"Heavy,Thrash"
2055,"Monumental Torment",17,2009,"Russia",2009,"Technical death"
2056,"Moonlyght",17,1995,"Canada",-,"Progressive"
2057,"Mumakil",17,2004,"Switzerland",2004,"Grindcore"
2058,"Mysticum",17,1992,"Norway",-,"Industrial black"
2059,"Necronomicon",17,1983,"Germany",1983,"Thrash"
2060,"Nothingface",17,1994,"USA",2009,"Nu,Alternative"
2061,"Primitive Man",17,2012,"USA",2012,"Blackened sludge,Noise"
2062,"Rose Tattoo",17,1976,"Australia",-,"Heavy,Hard rock"
2063,"Ruins",17,2002,"Australia",2002,"Black"
2064,"Saattue",17,2001,"Finland",-,"Melodic doom,Melodic death"
2065,"Satan's Host",17,1977,"USA",1977,"Us power,Blackened death,Blackened heavy"
2066,"Seance",17,1990,"Sweden",-,"Death"
2067,"Souldrainer",17,1998,"Sweden",1998,"Melodic death"
2068,"SSS",17,2005,"United Kingdom",-,"Crossover thrash"
2069,"The Obsessed",17,1976,"USA",1976,"Doom"
2070,"Thy Disease",17,1999,"Poland",-,"Industrial death"
2071,"Tribuzy",17,2005,"Brazil",2005,"Power"
2072,"Tystnaden",17,1998,"Italy",-,"Gothic,Gothenburg"
2073,"VON",17,1987,"USA",1987,"Black"
2074,"Vorna",17,2008,"Finland",-,"Pagan folk,Melodic black"
2075,"Winterstorm",17,2009,"Germany",2009,"Power,Folk"
2076,"Witch Mountain",17,1997,"USA",-,"Doom"
2077,"Zierler",17,2012,"Denmark",2012,"Progressive"
2078,"A Storm Of Light",16,2007,"USA",-,"Post-metal"
2079,"Aeon Zen",16,2008,"United Kingdom",2008,"Progressive"
2080,"Alogia",16,2000,"Serbia",-,"Power,Progressive"
2081,"Amon",16,1987,"USA",1987,"Death"
2082,"Anonymus",16,1989,"Canada",-,"Thrash"
2083,"Appalachian Winter",16,2008,"USA",2008,"Symphonic black"
2084,"Armagedda",16,2000,"Sweden",2004,"Black"
2085,"Asrai",16,1988,"The Netherlands",1988,"Gothic"
2086,"Atrox",16,1990,"Norway",-,"Progressive gothic"
2087,"Bend The Sky",16,2010,"Australia",2010,"Progressive,Djent,Instrumental"
2088,"Bong",16,2005,"United Kingdom",-,"Drone doom,Psychedelic doom"
2089,"Bongzilla",16,1995,"USA",1995,"Sludge,Stoner"
2090,"Bossk",16,2005,"United Kingdom",-,"Atmospheric sludge"
2091,"Capharnaum",16,1993,"USA",1993,"Technical death"
2092,"Cianide",16,1988,"USA",-,"Death doom"
2093,"Conquest",16,1996,"Ukraine",1996,"Power"
2094,"David Maxim Micic",16,2010,"Serbia",-,"Progressive rock,Progressive"
2095,"Death SS",16,1977,"Italy",1977,"Heavy,Industrial,Doom"
2096,"Devil You Know",16,2012,"USA",-,"Metalcore"
2097,"Disavowed",16,1994,"The Netherlands",1994,"Death,Brutal death"
2098,"Dissimulation",16,1993,"Lithuania",-,"Black,Thrash"
2099,"Dreamtone & Iris Mavraki's Neverland",16,2004,"Turkey",2004,"Progressive,Power"
2100,"Dust Bolt",16,2006,"Germany",-,"Thrash"
2101,"Eibon",16,2005,"France",2005,"Black,Doom,Sludge"
2102,"Eldamar",16,2015,"Norway",-,"Atmospheric black,Ambient black"
2103,"Enochian Theory",16,2004,"United Kingdom",2004,"Progressive"
2104,"Eternal Deformity",16,1993,"Poland",-,"Progressive,Doom"
2105,"Evenoire",16,2006,"Italy",2006,"Symphonic,Folk"
2106,"Eventide",16,1998,"Sweden",-,"Gothenburg,Progressive"
2107,"Evig Natt",16,2003,"Norway",2003,"Death doom,Gothic"
2108,"Golden Resurrection",16,2008,"Sweden",-,"Neoclassical power"
2109,"Grift",16,2011,"Sweden",2011,"Black"
2110,"Hallows Eve",16,1983,"USA",-,"Thrash,Speed"
2111,"Hayagriva",16,1993,"Malaysia",1993,"Melodic black"
2112,"Heed",16,2004,"Sweden",2008,"Power"
2113,"Hellveto",16,1995,"Poland",1995,"Atmospheric black"
2114,"Hevein",16,1992,"Finland",-,"Melodic thrash"
2115,"Holy Martyr",16,1994,"Italy",1994,"Heavy"
2116,"Iron Reagan",16,2012,"USA",-,"Hardcore,Punk"
2117,"Jupiter",16,2013,"Japan",2013,"Symphonic power"
2118,"Khonsu",16,2012,"Norway",-,"Black,Industrial,Progressive"
2119,"Koldbrann",16,2001,"Norway",2001,"Black"
2120,"Kryptos",16,1998,"India",-,"Heavy,Thrash"
2121,"Lanfear",16,1993,"Germany",1993,"Progressive,Power"
2122,"Leatherwolf",16,1981,"USA",-,"Heavy,Us power"
2123,"Lord Symphony",16,2005,"Indonesia",2005,"Power"
2124,"Mastifal",16,1995,"Argentina",-,"Thrash,Death"
2125,"Merrow",16,2009,"USA",2009,"Progressive,Instrumental"
2126,"Metalforce",16,2008,"Germany",2011,"Heavy,Power"
2127,"Nachtblut",16,2005,"Germany",2005,"Melodic black"
2128,"Noble Beast",16,2007,"USA",-,"Power"
2129,"Obsequiae",16,1998,"USA",1998,"Black,Death,Melodic black,Folk"
2130,"Obtained Enslavement",16,1989,"Norway",2000,"Symphonic black,Death,Black"
2131,"Omit",16,2009,"Norway",2009,"Doom,Symphonic"
2132,"P.H.O.B.O.S.",16,2000,"France",-,"Industrial doom"
